trinity_mixed 	description	logFC	logCPM	PValue	FDR	uniprot_id	organism	evalue	Name	length	Domains	Protein Families							
comp9740_c0_seq1	60S ribosomal protein L31	9.481548361	1.156420558	0.000496704	0.042335057	P45841	Chlamydomonas reinhardtii	1.22402E-41	coral	116	-	Ribosomal protein L31e family							
comp25759_c0_seq2	60S ribosomal protein L44	9.481548361	1.239889224	0.000344584	0.032388438	P49213	Chlamydomonas reinhardtii	1.78417E-46	coral	99	-	Ribosomal protein L44e family							
comp44333_c0_seq1	Diphthamide biosynthesis protein 3	9.507823166	1.002968971	0.001076197	0.067067781	Q7SC15	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	6.5278E-19	coral	82	DPH-type zinc finger (1)	DPH3 family							
comp23772_c0_seq1	Formyl transferase domain protein	9.507823166	1.631296369	0.000158816	0.019560563	A1VNN8	Polaromonas naphthalenivorans (strain CJ2)	5.36845E-08	coral	602	-	-							
comp38323_c0_seq1	40S ribosomal protein S15	9.516476161	1.096484426	0.000660175	0.050157712	P31674	Oryza sativa subsp. japonica	3.22409E-43	coral	154	-	Ribosomal protein S19P family							
comp20917_c0_seq1	Lysophosphatidic acid receptor 1-B	9.542128042	1.32540745	0.000229264	0.025008166	Q9PU16	Xenopus laevis	7.22676E-09	coral	366		G-protein coupled receptor 1 family							
comp6695_c0_seq1	Polyubiquitin-B	9.624482692	1.768233868	0.000113284	0.015251507	P0CG53	Bos taurus	6.16077E-46	coral	305	Ubiquitin-like domains (4)	Ubiquitin family							
comp16039_c0_seq2	Cytochrome c oxidase subunit 3	9.632465385	1.807741831	0.000286884	0.02877312	Q37620	Prototheca wickerhamii	1.3677E-121	coral	262		Cytochrome c oxidase subunit 3 family							
comp25884_c0_seq1	Spondin-1	9.656151818	1.684097414	6.19514E-05	0.010109101	Q9W770	Gallus gallus	2.59241E-10	coral	802	Reelin domain (1); Spondin domain (1); TSP type-1 domains (6)								
comp8445_c0_seq1	40S ribosomal protein S16	9.717477858	1.385495497	0.000162391	0.019797423	O22647	Fritillaria agrestis	1.18498E-68	coral	145	-	Ribosomal protein S9P family							
comp40144_c0_seq1	C-factor	9.811886782	1.504564304	8.46784E-05	0.01282534	P21158	Myxococcus xanthus	5.9727E-18	coral	166		-							
comp44919_c0_seq1	Protein disulfide isomerase-like 5-1	9.860274137	1.576090038	5.52254E-05	0.009522563	Q10N04	Oryza sativa subsp. japonica	6.41547E-26	coral	147	Thioredoxin domain (1)	Protein disulfide isomerase family							
comp19315_c0_seq2	"Monothiol glutaredoxin-S15, mitochondrial"	9.873806163	1.917493936	1.88275E-05	0.004283746	Q8LBK6	Arabidopsis thaliana	2.90391E-41	coral	169	Glutaredoxin domain (1)	"Glutaredoxin family, CGFS subfamily"							
comp15814_c0_seq1	SJCHGC03019 protein (Fragment)	9.965134769	1.642800697	3.82876E-05	0.007238302	Q5C0I9	Schistosoma japonicum	9.00094E-11	coral	99	-	-							
comp24270_c0_seq1	60S ribosomal protein L22-2	9.983975052	1.832931786	1.47279E-05	0.003542982	Q9M9W1	Arabidopsis thaliana	5.03041E-43	coral	124		Ribosomal protein L22e family							
comp8890_c0_seq1	"Adrenodoxin homolog, mitochondrial"	10.03906318	1.451279873	0.000168137	0.020208734	Q12184	Saccharomyces cerevisiae (strain ATCC 204508 /	3.96105E-36	coral	172	2Fe-2S ferredoxin-type domain (1)	Adrenodoxin/putidaredoxin family							
comp5874_c0_seq1	Ras-related protein ced-10	10.14330417	2.30517681	1.55672E-05	0.003692643	Q03206	Caenorhabditis elegans	2.13929E-81	coral	191	-	"Small GTPase superfamily, Rho family"							
comp22859_c0_seq1	Uncharacterized FAD-linked oxidoreductase YgaK	10.2300345	2.265519411	2.25633E-06	0.000879615	Q796Y5	Bacillus subtilis (strain 168)	5.9905E-07	coral	451	FAD-binding PCMH-type domain (1)	Oxygen-dependent FAD-linked oxidoreductase family							
comp25511_c0_seq1	Galaxin-like 1	10.47166704	2.582344213	1.02445E-06	0.000459283	D9IQ17	Acropora millepora	7.77146E-17	coral	660	-	-							
comp49194_c0_seq1	60S ribosomal protein L27a	10.59525794	2.750247773	1.69462E-06	0.000684445	Q5REY2	Pongo abelii	9.29247E-38	coral	148		Ribosomal protein L15P family							
comp8043_c0_seq1	MACPF domain containing protein	10.66307218	2.821510662	1.48701E-06	0.000617274	G0YL88	Mytilus galloprovincialis	4.54365E-07	coral	576	-	-							
comp22489_c0_seq1	60S ribosomal protein L37-B	10.82508311	2.566823311	7.67945E-08	7.02623E-05	P51402	Saccharomyces cerevisiae (strain ATCC 204508 /	3.20339E-27	coral	88	-	Ribosomal protein L37e family							
comp10011_c0_seq1	Ras-related C3 botulinum toxin substrate 1	10.83203204	2.997214631	1.06373E-06	0.000472169	Q6RUV5	Rattus norvegicus	8.28181E-20	coral	192	-	"Small GTPase superfamily, Rho family"							
comp20144_c0_seq1	Phosphoenolpyruvate carboxykinase [GTP]	10.95807457	2.773100745	2.66191E-08	3.14049E-05	P20007	Drosophila melanogaster	2.93479E-16	coral	647	-	Phosphoenolpyruvate carboxykinase [GTP] family							
comp38793_c0_seq1	Eukaryotic translation initiation factor 5A-1	11.1593376	3.321383598	2.42443E-07	0.000167544	P10160	Oryctolagus cuniculus	5.41899E-58	coral	154	-	EIF-5A family							
comp15418_c0_seq1	Sodium/potassium-transporting ATPase subunit alpha	12.48088718	4.667813348	4.44895E-07	0.000249319	P35317	Hydra vulgaris	2.98935E-38	coral	1031	-	"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily"							
comp24371_c0_seq1	Uvs124	14.40553651	5.699875346	1.67023E-09	4.15998E-06	Q6XE63	uncultured bacterium	1.12175E-06	coral	235	-	-							
comp20021_c0_seq1	-	-14.19332219	5.594265753	2.47E-07	0.000167544	-	-	-	coral	-									
comp32327_c0_seq1	-	-13.82452418	5.820193213	2.85E-07	0.000185328	-	-	-	coral	-									
comp32527_c0_seq1	-	-12.85037996	4.845730242	6.66E-07	0.000324558	-	-	-	coral	-									
comp8318_c0_seq1	-	-12.81861762	8.101539709	1.67E-06	0.000684445	-	-	-	coral	-									
comp15828_c0_seq1	-	-11.97451493	3.8653879	6.02E-10	2.01E-06	-	-	-	coral	-									
comp25234_c0_seq1	-	-11.63708806	3.557568802	3.52E-09	6.87E-06	-	-	-	coral	-									
comp28265_c0_seq1	-	-11.13810682	2.662604782	8.58E-08	7.40E-05	-	-	-	coral	-									
comp27761_c0_seq1	-	-11.06562732	2.471123558	2.46E-05	0.005221979	-	-	-	coral	-									
comp8234_c0_seq1	-	-10.56216341	6.769497808	3.90E-06	0.001323148	-	-	-	coral	-									
comp22229_c0_seq1	-	-10.27993383	5.563094318	4.66E-06	0.001502617	-	-	-	coral	-									
comp36227_c0_seq1	-	-10.19848109	4.029128698	3.46E-06	0.001211713	-	-	-	coral	-									
comp22002_c0_seq1	-	-9.892824287	1.878343125	0.000123411	0.01617761	-	-	-	coral	-									
comp19174_c0_seq1	-	-9.870305617	1.556011663	6.23E-05	0.010123982	-	-	-	coral	-									
comp20469_c0_seq1	-	-9.858913087	1.754693896	4.08E-05	0.007461052	-	-	-	coral	-									
comp9512_c0_seq1	-	-9.806503207	1.446657153	0.000119684	0.015902675	-	-	-	coral	-									
comp21719_c0_seq1	-	-9.669753635	1.092858553	0.001591712	0.084449278	-	-	-	coral	-									
comp9265_c0_seq1	-	-9.582401495	1.010086726	0.001966696	0.09615147	-	-	-	coral	-									
comp22349_c0_seq1	-	-9.421343155	1.400499213	0.000663736	0.050179758	-	-	-	coral	-									
comp14275_c0_seq1	-	-9.062688266	0.870393836	0.001849462	0.092482961	-	-	-	coral	-									
comp31902_c0_seq1	-	-9.028225787	3.719273729	2.57E-05	0.005349322	-	-	-	coral	-									
comp30922_c0_seq1	-	-8.650207527	4.826818382	0.000168586	0.020208734	-	-	-	coral	-									
comp35497_c0_seq2	-	-8.510803029	12.39829687	2.54E-05	0.005344213	-	-	-	coral	-									
comp34267_c0_seq18	-	-8.454822678	3.736288296	4.81E-06	0.00152801	-	-	-	coral	-									
comp15228_c0_seq1	-	-8.385224162	4.204646067	3.05E-05	0.006046291	-	-	-	coral	-									
comp16038_c0_seq1	-	-8.317653169	6.712236189	9.30E-05	0.013487005	-	-	-	coral	-									
comp6290_c0_seq1	-	-8.292540838	7.560331627	3.16E-06	0.001153219	-	-	-	coral	-									
comp14587_c1_seq1	-	-8.231548157	2.070167513	0.001054356	0.066295795	-	-	-	coral	-									
comp17352_c0_seq1	-	-7.958485374	4.13478389	8.95E-05	0.013196974	-	-	-	coral	-									
comp33749_c0_seq2	-	-7.382103416	2.664458998	7.38E-05	0.01153179	-	-	-	coral	-									
comp33158_c0_seq1	-	-7.364890656	3.00231977	9.91E-05	0.014105593	-	-	-	coral	-									
comp26144_c0_seq1	-	-6.837459106	2.666633674	0.000974768	0.06346454	-	-	-	coral	-									
comp31961_c1_seq2	-	-6.296451725	7.166631294	5.71E-05	0.009651714	-	-	-	coral	-									
comp24643_c0_seq1	-	-6.269799027	8.503159629	0.001823437	0.091646098	-	-	-	coral	-									
comp29497_c0_seq4	-	-6.177579402	2.700667024	0.000608008	0.047654188	-	-	-	coral	-									
comp32811_c2_seq1	-	-6.096473262	4.06422946	0.000283231	0.02859876	-	-	-	coral	-									
comp29765_c0_seq2	-	-5.884759633	3.841459088	5.24E-05	0.009097705	-	-	-	coral	-									
comp20780_c0_seq1	-	-5.626298449	2.151622221	0.001063518	0.066684835	-	-	-	coral	-									
comp26428_c0_seq1	-	-5.503915798	2.291257244	0.001979733	0.096263963	-	-	-	coral	-									
comp28210_c1_seq1	-	-5.439476137	3.515576601	0.00021754	0.024260634	-	-	-	coral	-									
comp23554_c1_seq1	-	-5.404569664	3.649049673	0.000768162	0.054750781	-	-	-	coral	-									
comp28305_c1_seq1	-	-5.356864569	3.492202083	8.79E-05	0.013056369	-	-	-	coral	-									
comp23655_c0_seq1	-	-5.244456539	3.644533836	7.65E-05	0.011872469	-	-	-	coral	-									
comp34264_c0_seq4	-	-5.067834851	2.422530081	0.001258219	0.074221661	-	-	-	coral	-									
comp21941_c0_seq2	-	-4.92808139	6.015427765	0.000939384	0.062351745	-	-	-	coral	-									
comp28977_c0_seq3	-	-4.701329476	4.163313767	0.001667328	0.086616049	-	-	-	coral	-									
comp18518_c0_seq1	-	-4.641248576	5.773724121	0.000103864	0.014551289	-	-	-	coral	-									
comp20115_c0_seq1	-	-4.372244497	8.96502786	0.000848799	0.058711451	-	-	-	coral	-									
comp23282_c0_seq1	-	-4.289181428	4.79288496	0.001119236	0.068925254	-	-	-	coral	-									
comp25615_c0_seq1	-	-4.165723715	5.384967873	0.001388543	0.078106866	-	-	-	coral	-									
comp21623_c0_seq1	-	-3.595210842	5.590650118	0.001677694	0.087053655	-	-	-	coral	-									
comp30445_c0_seq1	-	3.209831145	6.696784581	0.00122699	0.073039072	-	-	-	coral	-									
comp32531_c0_seq1	-	3.334190751	3.395581057	0.001214477	0.07269352	-	-	-	coral	-									
comp24764_c1_seq1	-	3.438144035	8.495211823	0.000645384	0.049459544	-	-	-	coral	-									
comp28086_c0_seq2	-	3.728005246	6.50994096	0.000370053	0.033996377	-	-	-	coral	-									
comp19375_c0_seq2	-	4.19444422	6.102312399	0.000336995	0.032137982	-	-	-	coral	-									
comp13878_c0_seq1	-	4.229179472	4.747343425	0.000119894	0.015902675	-	-	-	coral	-									
comp27987_c0_seq1	-	4.326896624	6.144477729	0.000852817	0.058769676	-	-	-	coral	-									
comp25899_c0_seq1	-	4.371571274	3.354148278	0.002022504	0.097393014	-	-	-	coral	-									
comp19231_c0_seq1	-	4.376329869	3.493300534	0.000576369	0.046390945	-	-	-	coral	-									
comp26534_c0_seq2	-	4.388768542	3.282357314	0.0008376	0.058305725	-	-	-	coral	-									
comp23309_c0_seq1	-	4.471407016	4.088562814	0.001643892	0.085996449	-	-	-	coral	-									
comp21462_c0_seq1	-	4.516411879	3.648711407	0.000483179	0.04157753	-	-	-	coral	-									
comp28016_c0_seq1	-	4.55902196	4.133463878	0.000301507	0.029905222	-	-	-	coral	-									
comp35508_c0_seq8	-	4.584889328	3.043129671	0.000203865	0.02310689	-	-	-	coral	-									
comp16535_c0_seq1	-	4.626547571	4.39669473	0.000694907	0.05175093	-	-	-	coral	-									
comp11679_c0_seq1	-	4.729956397	2.81020057	0.000155253	0.019174428	-	-	-	coral	-									
comp32459_c0_seq2	-	4.75913936	8.42635407	1.93E-05	0.004337628	-	-	-	coral	-									
comp7996_c0_seq1	-	4.763102819	3.638855678	0.000106647	0.014745883	-	-	-	coral	-									
comp34673_c0_seq3	-	4.885699621	3.864913373	1.48E-05	0.003542982	-	-	-	coral	-									
comp32417_c0_seq1	-	4.984773268	3.979158184	0.000188784	0.021813272	-	-	-	coral	-									
comp30997_c0_seq2	-	5.066235437	5.269161477	6.94E-05	0.011039021	-	-	-	coral	-									
comp29204_c0_seq1	-	5.085333965	2.446652943	0.000271397	0.027970765	-	-	-	coral	-									
comp6406_c0_seq1	-	5.313185724	3.872987534	0.000197778	0.02263227	-	-	-	coral	-									
comp31603_c0_seq5	-	5.353725304	3.00311371	1.12E-05	0.002926062	-	-	-	coral	-									
comp26735_c0_seq3	-	5.371009367	8.468218336	0.001542511	0.083317888	-	-	-	coral	-									
comp30596_c0_seq1	-	5.382479367	4.936500873	9.32E-05	0.013487005	-	-	-	coral	-									
comp15043_c0_seq1	-	5.409885079	8.292969837	1.24E-05	0.00314356	-	-	-	coral	-									
comp29484_c0_seq1	-	5.432350797	5.127596522	5.92E-05	0.009872416	-	-	-	coral	-									
comp20802_c0_seq1	-	5.711590075	2.246947981	0.000382339	0.034768803	-	-	-	coral	-									
comp18581_c0_seq1	-	5.762072884	1.412571479	0.00173018	0.08835575	-	-	-	coral	-									
comp34961_c0_seq13	-	5.855588701	5.435959295	0.000366614	0.033749596	-	-	-	coral	-									
comp28980_c0_seq5	-	5.948600765	5.129775598	4.61E-07	0.00025201	-	-	-	coral	-									
comp6972_c0_seq1	-	5.976821071	6.55385759	8.35E-06	0.002370011	-	-	-	coral	-									
comp25734_c0_seq1	-	6.004459938	3.443697482	0.000462662	0.040197776	-	-	-	coral	-									
comp25583_c0_seq3	-	6.149833428	7.998066036	1.21E-05	0.003091879	-	-	-	coral	-									
comp21726_c0_seq1	-	6.191442588	2.550461932	1.00E-05	0.002694479	-	-	-	coral	-									
comp26148_c0_seq1	-	6.364340447	4.252583002	1.97E-05	0.004407525	-	-	-	coral	-									
comp31315_c0_seq1	-	6.53792146	11.02380167	2.28E-07	0.000164717	-	-	-	coral	-									
comp16663_c0_seq1	-	6.675988033	1.887353203	0.000429478	0.038203067	-	-	-	coral	-									
comp27403_c0_seq3	-	6.754736248	2.882321682	1.46E-06	0.000610472	-	-	-	coral	-									
comp23028_c0_seq1	-	6.775408891	2.320231036	1.17E-05	0.003019842	-	-	-	coral	-									
comp20156_c0_seq1	-	6.928898431	1.284385126	0.001936887	0.095108988	-	-	-	coral	-									
comp34783_c0_seq1	-	6.979582117	9.19586346	3.00E-08	3.36E-05	-	-	-	coral	-									
comp25871_c0_seq1	-	6.984585008	2.025208357	6.02E-05	0.009962408	-	-	-	coral	-									
comp8142_c0_seq1	-	7.186274905	5.704531637	5.23E-07	0.000272891	-	-	-	coral	-									
comp22506_c0_seq1	-	7.192566128	2.803705588	3.39E-06	0.001196062	-	-	-	coral	-									
comp18950_c0_seq1	-	7.200716293	1.136300078	0.001574593	0.084052572	-	-	-	coral	-									
comp38730_c0_seq1	-	7.283716965	3.677438238	0.00062825	0.048729576	-	-	-	coral	-									
comp20293_c0_seq1	-	7.413602364	1.49752603	0.000334979	0.032020803	-	-	-	coral	-									
comp7173_c0_seq1	-	7.473801023	4.689427135	4.59E-07	0.00025201	-	-	-	coral	-									
comp25086_c0_seq1	-	7.483073953	9.922729844	6.62E-06	0.001979324	-	-	-	coral	-									
comp43547_c0_seq1	-	7.547602308	10.33564013	2.86E-08	3.29E-05	-	-	-	coral	-									
comp7422_c0_seq1	-	7.740201913	2.860745321	4.90E-07	0.00026166	-	-	-	coral	-									
comp9205_c0_seq1	-	7.785428077	2.143499658	0.00039693	0.03580514	-	-	-	coral	-									
comp21601_c0_seq1	-	7.976685325	1.810896649	5.17E-05	0.009016997	-	-	-	coral	-									
comp46510_c0_seq1	-	8.056879529	7.049518693	0.000170671	0.020404078	-	-	-	coral	-									
comp16194_c0_seq1	-	8.941093796	0.990877877	0.001552165	0.083448833	-	-	-	coral	-									
comp22086_c1_seq2	-	9.064235602	1.03387609	0.001122447	0.068935529	-	-	-	coral	-									
comp49771_c0_seq1	-	9.155700218	1.310911297	0.000943913	0.062497071	-	-	-	coral	-									
comp7837_c0_seq1	-	9.283871797	3.690295922	1.30E-06	0.000554153	-	-	-	coral	-									
comp46447_c0_seq1	-	9.399724684	1.088045955	0.000678544	0.051126856	-	-	-	coral	-									
comp21942_c0_seq1	-	9.418312979	1.578205115	0.000355878	0.033179767	-	-	-	coral	-									
comp25133_c0_seq1	-	9.418312979	0.925521447	0.001472933	0.081023977	-	-	-	coral	-									
comp43411_c0_seq1	-	9.454786141	1.124266455	0.000577786	0.046412122	-	-	-	coral	-									
comp37747_c0_seq1	-	9.463762155	1.35258685	0.000227968	0.02492752	-	-	-	coral	-									
comp15508_c0_seq1	-	9.567331777	1.519097019	0.000109384	0.015042697	-	-	-	coral	-									
comp33770_c0_seq7	-	9.747190228	1.460465616	0.000111311	0.015076392	-	-	-	coral	-									
comp41710_c0_seq1	-	9.769079697	1.798077709	3.37E-05	0.006535281	-	-	-	coral	-									
comp27588_c0_seq2	-	9.783931803	3.841093688	5.18E-10	1.94E-06	-	-	-	coral	-									
comp32511_c1_seq3	-	9.83282325	1.330408562	0.000241066	0.025747413	-	-	-	coral	-									
comp13024_c0_seq1	-	9.860274137	1.383901335	0.000180231	0.021152185	-	-	-	coral	-									
comp23232_c1_seq1	-	9.860274137	1.930079659	2.15E-05	0.004729269	-	-	-	coral	-									
comp7841_c0_seq1	-	9.920193031	1.517695108	7.91E-05	0.01213689	-	-	-	coral	-									
comp19564_c0_seq1	-	9.997960984	7.5622993	6.53E-07	0.000321886	-	-	-	coral	-									
comp11983_c0_seq1	-	10.1150957	1.599398604	6.02E-05	0.009962408	-	-	-	coral	-									
comp46647_c0_seq1	-	10.15996825	1.968084131	5.79E-06	0.001777937	-	-	-	coral	-									
comp23487_c0_seq2	-	10.28677417	1.750645989	2.76E-05	0.005620915	-	-	-	coral	-									
comp24233_c0_seq1	-	10.35590365	2.113801196	1.89E-06	0.000758269	-	-	-	coral	-									
comp48598_c0_seq1	-	10.72037069	2.446731492	1.69E-07	0.000130673	-	-	-	coral	-									
comp11107_c0_seq1	-	10.73156228	2.907768934	3.69E-06	0.001272023	-	-	-	coral	-									
comp35087_c0_seq3	-	10.82228698	4.744957562	1.62E-11	8.09E-08	-	-	-	coral	-									
comp23561_c0_seq1	-	11.71054717	3.551619769	2.69E-10	1.10E-06	-	-	-	coral	-									
comp24066_c0_seq1	-	11.85740771	3.381178854	6.28E-10	2.01E-06	-	-	-	coral	-									
comp18767_c0_seq1	-	12.03953605	4.189903887	1.10E-08	1.70E-05	-	-	-	coral	-									
comp21805_c0_seq1	-	12.05298119	4.235167269	2.07E-07	0.000152462	-	-	-	coral	-									
comp22531_c0_seq2	-	12.96782014	4.807219386	4.58E-12	3.42E-08	-	-	-	coral	-									
comp15313_c0_seq2	-	13.59954096	5.302849743	4.67E-13	5.23E-09	-	-	-	coral	-									
comp26549_c0_seq1	-	14.68352461	6.175111519	8.32E-14	1.24E-09	-	-	-	coral	-									
comp12377_c0_seq2	-	14.83475363	6.531028564	8.50E-15	3.81E-10	-	-	-	coral	-									
comp22120_c0_seq1	-	14.86068232	6.347210735	5.22E-14	1.17E-09	-	-	-	coral	-									
comp15295_c0_seq1	V-type proton ATPase 16 kDa proteolipid subunit (Fragment)	3.946980262	5.333451682	0.000580773	0.046412122	Q41773	Zea mays	1.75668E-14	algae	109	-	V-ATPase proteolipid subunit family							
comp19433_c0_seq1	Polyubiquitin (Fragment)	4.016571934	4.92796186	0.00075782	0.054272497	P62972	Xenopus laevis	2.44299E-53	algae	167	Ubiquitin-like domains (3)	Ubiquitin family							
comp25782_c0_seq1	UPF0051 protein slr0074	4.088061224	3.671194353	0.001603549	0.084877041	Q55790	Synechocystis sp. (strain	0	algae	480	-	UPF0051 (ycf24) family							
comp34466_c0_seq14	Uncharacterized protein ORF91	4.437310905	6.433666329	0.000198396	0.02263227	Q3BAI2	Phalaenopsis aphrodite subsp. formosana	3.63608E-06	algae	91	-	-							
comp16191_c0_seq1	"Photosystem I reaction center subunit III, chloroplastic"	4.484061622	3.076235265	0.000380425	0.034665073	P12356	Chlamydomonas reinhardtii	2.311E-78	algae	227	-	PsaF family							
comp45533_c0_seq1	Iron-sulfur cluster assembly protein 1	4.537514715	4.845199064	0.00059319	0.04715227	O49627	Arabidopsis thaliana	3.28729E-66	algae	167	-	NifU family							
comp17427_c0_seq1	"Ferredoxin, chloroplastic"	4.584770171	3.573074295	0.000219655	0.024375158	P07839	Chlamydomonas reinhardtii	7.06489E-41	algae	126	2Fe-2S ferredoxin-type domain (1)	2Fe2S plant-type ferredoxin family							
comp37504_c0_seq1	Zinc transporter ZupT	4.636786811	2.759374565	0.00068896	0.051479065	Q3AU90	Chlorobium chlorochromatii (strain CaD3)	1.2028E-41	algae	268	-	"ZIP transporter (TC 2.A.5) family, ZupT subfamily"							
comp23784_c0_seq1	Vacuolar proton ATPase a2	4.676631654	2.59489956	0.000604133	0.047650726	Q9SJT7	Arabidopsis thaliana	7.43616E-30	algae	821	-	V-ATPase 116 kDa subunit family							
comp38285_c0_seq1	60S ribosomal protein L21-1	5.229077028	1.637731909	0.001923384	0.094653292	Q43291	Arabidopsis thaliana	9.36544E-52	algae	164	-	Ribosomal protein L21e family							
comp30957_c0_seq1	Uncharacterized protein	5.389769471	4.295651723	0.000721337	0.053014743	A4VYJ1	Streptococcus suis (strain 98HAH33)	7.83845E-21	algae	186	-	-							
comp34814_c1_seq3	Uncharacterized protein ORF91	5.50529367	5.892143105	0.000461831	0.040197776	Q3BAI2	Phalaenopsis aphrodite subsp. formosana	1.41576E-14	algae	91	-	-							
comp22671_c0_seq1	Peptidyl-prolyl cis-trans isomerase CYP19-4	5.531631699	2.451715625	0.000144285	0.018428978	Q8LDP4	Arabidopsis thaliana	1.82521E-09	algae	201	PPIase cyclophilin-type domain (1)	Cyclophilin-type PPIase family							
comp16349_c0_seq1	"Cytochrome b6-f complex iron-sulfur subunit, chloroplastic"	5.627930572	1.775074227	0.001706057	0.087898315	P49728	Chlamydomonas reinhardtii	1.12538E-71	algae	206	Rieske domain (1)	-							
comp43057_c0_seq1	"Ferredoxin, chloroplastic"	6.138919867	2.376168375	3.72052E-05	0.007078964	P07839	Chlamydomonas reinhardtii	3.41056E-37	algae	126	2Fe-2S ferredoxin-type domain (1)	2Fe2S plant-type ferredoxin family							
comp21254_c0_seq2	Heat shock cognate protein 80	6.242717798	1.420172191	0.001039666	0.065926867	P36181	Solanum lycopersicum	1.17033E-38	algae	699	-	Heat shock protein 90 family							
comp26150_c0_seq1	"Superoxide dismutase [Mn], mitochondrial"	6.404087177	2.19424073	7.27904E-05	0.011460588	Q42684	Chlamydomonas reinhardtii	3.02525E-85	algae	218	-	Iron/manganese superoxide dismutase family							
comp47580_c0_seq1	"50S ribosomal protein L22, chloroplastic"	6.68651701	1.757705026	0.000237347	0.025497261	A2CI46	Chlorokybus atmophyticus	5.13258E-44	algae	119	-	Ribosomal protein L22P family							
comp19090_c0_seq1	60S ribosomal protein L13a	6.888605217	1.421151094	0.000544624	0.044801072	O65055	Picea mariana	2.40198E-58	algae	206	-	Ribosomal protein L13P family							
comp22356_c0_seq2	40S ribosomal protein S28-1	7.362638865	2.191200546	4.75307E-06	0.001522068	Q9SR73	Arabidopsis thaliana	1.89626E-10	algae	64		Ribosomal protein S28e family							
comp11291_c0_seq1	60S ribosomal protein L27a	7.905285094	1.711465095	9.32586E-05	0.013487005	Q00454	Tetrahymena thermophila	5.12291E-22	algae	149		Ribosomal protein L15P family							
comp7885_c0_seq1	Peptidyl-prolyl cis-trans isomerase CYP19-2	8.728020355	6.633824755	2.64526E-06	0.000996574	Q9SKQ0	Arabidopsis thaliana	1.39109E-74	algae	174	PPIase cyclophilin-type domain (1)	Cyclophilin-type PPIase family							
comp21605_c0_seq2	"Chlorophyll a-b binding protein of LHCII type I, chloroplastic"	8.878711377	5.540094661	7.33222E-09	1.17399E-05	P22686	Chlamydomonas moewusii	9.334E-116	algae	256		Light-harvesting chlorophyll a/b-binding (LHC) protein family							
comp16538_c0_seq2	"Chlorophyll a-b binding protein 4, chloroplastic"	9.064235602	1.20621609	0.001155548	0.070444249	P27521	Arabidopsis thaliana	2.36992E-29	algae	251		Light-harvesting chlorophyll a/b-binding (LHC) protein family							
comp53223_c0_seq1	Glyceraldehyde-3-phosphate dehydrogenase	9.099217866	1.264558456	0.001397286	0.078401897	Q5R2J2	Pelodiscus sinensis	4.48497E-88	algae	333		Glyceraldehyde-3-phosphate dehydrogenase family							
comp8954_c0_seq1	40S ribosomal protein S15a	9.210054314	1.382103111	0.001183189	0.071201007	P62246	Rattus norvegicus	7.86473E-65	algae	130	-	Ribosomal protein S8P family							
comp23918_c0_seq1	Calmodulin	9.303011462	0.876151828	0.001694214	0.08770784	Q7T3T2	Epinephelus akaara	5.63938E-19	algae	149	EF-hand domains (4)	Calmodulin family							
comp41792_c0_seq1	40S ribosomal protein S27-like	9.342478096	1.48697791	0.000398107	0.03583923	P24051	Rattus norvegicus	1.36233E-21	algae	84	-	Ribosomal protein S27e family							
comp15234_c0_seq3	Ras-related protein Rab-1A	9.418312979	1.578205595	0.000355984	0.033179767	Q05974	Lymnaea stagnalis	1.74169E-54	algae	205	-	"Small GTPase superfamily, Rab family"							
comp9617_c0_seq1	Probable mitochondrial chaperone bcs1	9.507823166	0.890432066	0.002078783	0.098481871	Q9P6Q3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	1.77641E-10	algae	449		"AAA ATPase family, BCS1 subfamily"							
comp46913_c0_seq1	40S ribosomal protein S30	9.608383563	1.771326226	0.000174461	0.020691581	O96269	Plasmodium falciparum (isolate 3D7)	1.60469E-12	algae	58		Ribosomal protein S30e family							
comp46324_c0_seq1	60S ribosomal protein L27	9.679455636	1.158914696	0.000558326	0.045371197	Q02984	Pyrobotrys stellata	3.23091E-41	algae	134	KOW domain (1)	Ribosomal protein L27e family							
comp37702_c0_seq1	12 kDa FK506-binding protein	9.739819306	1.302793673	0.000257606	0.027046772	P48375	Drosophila melanogaster	4.85954E-45	algae	108	PPIase FKBP-type domain (1)	"FKBP-type PPIase family, FKBP1 subfamily"							
comp15018_c0_seq1	Chlorophyll a-b binding protein of LHCII type 1 (Fragment)	9.804839892	1.960293801	6.10542E-05	0.010026304	P12327	Euglena gracilis	4.29668E-08	algae	127	-	Light-harvesting chlorophyll a/b-binding (LHC) protein family							
comp7760_c0_seq1	40S ribosomal protein S23	9.893869151	2.041428896	3.35607E-05	0.006535281	Q9M5Z9	Euphorbia esula	1.92654E-48	algae	142		Ribosomal protein S12P family							
comp42399_c0_seq1	60S ribosomal protein L31	10.05696816	2.231926388	4.50961E-05	0.008022812	Q9XGL4	Cyanophora paradoxa	4.86047E-36	algae	119		Ribosomal protein L31e family							
comp9279_c0_seq1	Probable 60S ribosomal protein L37-A	10.10365604	2.242470121	9.99397E-06	0.002694479	Q9VXX8	Drosophila melanogaster	1.27365E-27	algae	93		Ribosomal protein L37e family							
