	contig	logFC	logCPM	p-value	FDR	e-value	bitscore_x	Name	Unnamed: 0	db	entry	entryname	percent-id	align-length	mismatch	gap-opens	q.start	q.end	s.start	s.end	eval	bitscore_y	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs
248	TRINITY_DN23197_c0_g1_i2	-4.637634883720231	6.15203446497409	0.0336592957844959	1																													
249	TRINITY_DN24999_c0_g1_i1	-4.637634900427559	6.15203446497409	0.0336657759409736	1																													
250	TRINITY_DN2467_c0_g1_i1	-4.63763490054101	6.15203446497409	0.0336658199522823	1				38523.0	sp	Q0DAE4	GRXC8_ORYSJ	44.21100000000001	95.0	52.0	1.0	544.0	263.0	34.0	128.0	5.6500000000000005e-24	95.1	Q0DAE4	GRXC8_ORYSJ	reviewed	Glutaredoxin-C8 (Glutaredoxin-C4 homolog)	GRXC8 Os06g0659500 LOC_Os06g44910 B1047G05.35 OSJNBa0051O02.7	Oryza sativa subsp. japonica (Rice)	136.0	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cell [GO:0005623]; cytoplasm [GO:0005737]	cell [GO:0005623]; cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; glutathione-disulfide reductase activity [GO:0004362]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	electron transfer activity [GO:0009055]; glutathione-disulfide reductase activity [GO:0004362]; protein disulfide oxidoreductase activity [GO:0015035]	GO:0004362; GO:0005623; GO:0005737; GO:0009055; GO:0015035; GO:0034599; GO:0045454
251	TRINITY_DN29385_c0_g1_i2	-4.63763492201437	6.15203446497409	0.0336741522037915	1																													
252	TRINITY_DN4635_c2_g1_i1	-4.63763499115874	6.15203446497409	0.0337010089040301	1																													
253	TRINITY_DN30447_c0_g2_i1	-4.85394754048254	6.2524043682239805	0.0337068998421841	1																													
254	TRINITY_DN21666_c0_g1_i1	-4.63763506874663	6.15203446497409	0.0337311939637116	1																													
255	TRINITY_DN20462_c0_g1_i1	-4.6376351170548205	6.15203446497409	0.0337500140598021	1																													
256	TRINITY_DN20021_c0_g3_i2	-4.637635121820081	6.15203446497409	0.0337518716154949	1				47367.0	sp	Q9VXX8	RL371_DROME	81.928	83.0	15.0	0.0	1345.0	1097.0	1.0	83.0	1.4399999999999999e-34	128.0	Q9VXX8	RL371_DROME	reviewed	Probable 60S ribosomal protein L37-A	RpL37a CG9091	Drosophila melanogaster (Fruit fly)	93.0	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0019843; GO:0022625; GO:0046872
257	TRINITY_DN4791_c0_g1_i1	-4.6376351393665	6.15203446497409	0.0337587131027023	1																													
258	TRINITY_DN29084_c0_g1_i1	-4.85395141767164	6.2524043682239805	0.0337662087882231	1																													
259	TRINITY_DN17864_c0_g4_i1	-4.63763521368978	6.15203446497409	0.0337877217486426	1																													
260	TRINITY_DN18080_c1_g1_i1	-4.63763524722157	6.15203446497409	0.0338008249187459	1				35167.0	sp	Q5UPD4	YL060_MIMIV	41.176	68.0	40.0	0.0	5.0	208.0	391.0	458.0	4.17e-10	58.9	Q5UPD4	YL060_MIMIV	reviewed	Putative F-box and FNIP repeat-containing protein L60	MIMI_L60	Acanthamoeba polyphaga mimivirus (APMV)	621.0					
261	TRINITY_DN18080_c1_g1_i1	-4.63763524722157	6.15203446497409	0.0338008249187459	1				35168.0	sp	Q5UPD4	YL060_MIMIV	41.791	67.0	39.0	0.0	20.0	220.0	220.0	286.0	5.170000000000001e-10	58.5	Q5UPD4	YL060_MIMIV	reviewed	Putative F-box and FNIP repeat-containing protein L60	MIMI_L60	Acanthamoeba polyphaga mimivirus (APMV)	621.0					
262	TRINITY_DN18080_c1_g1_i1	-4.63763524722157	6.15203446497409	0.0338008249187459	1				35169.0	sp	Q5UPD4	YL060_MIMIV	44.118	68.0	38.0	0.0	5.0	208.0	237.0	304.0	2.45e-09	56.6	Q5UPD4	YL060_MIMIV	reviewed	Putative F-box and FNIP repeat-containing protein L60	MIMI_L60	Acanthamoeba polyphaga mimivirus (APMV)	621.0					
263	TRINITY_DN18080_c1_g1_i1	-4.63763524722157	6.15203446497409	0.0338008249187459	1				35170.0	sp	Q5UPD4	YL060_MIMIV	34.921	63.0	41.0	0.0	20.0	208.0	374.0	436.0	3.03e-07	50.4	Q5UPD4	YL060_MIMIV	reviewed	Putative F-box and FNIP repeat-containing protein L60	MIMI_L60	Acanthamoeba polyphaga mimivirus (APMV)	621.0					
264	TRINITY_DN18080_c1_g1_i1	-4.63763524722157	6.15203446497409	0.0338008249187459	1				35171.0	sp	Q5UPD4	YL060_MIMIV	32.927	82.0	53.0	1.0	5.0	244.0	347.0	428.0	2.24e-06	48.1	Q5UPD4	YL060_MIMIV	reviewed	Putative F-box and FNIP repeat-containing protein L60	MIMI_L60	Acanthamoeba polyphaga mimivirus (APMV)	621.0					
265	TRINITY_DN17613_c0_g1_i1	-4.63763529124944	6.15203446497409	0.033818044372461	1																													
266	TRINITY_DN50301_c0_g1_i1	-4.63763532420941	6.15203446497409	0.0338309461051907	1																													
267	TRINITY_DN17527_c0_g4_i1	-4.63763532953636	6.15203446497409	0.0338330321479014	1																													
268	TRINITY_DN5174_c0_g2_i1	-4.63763533688205	6.15203446497409	0.0338359091380375	1																													
269	TRINITY_DN17405_c0_g1_i1	-4.63763535289892	6.15203446497409	0.0338421838742798	1																													
270	TRINITY_DN5781_c0_g2_i1	-4.63763538149951	6.15203446497409	0.0338533939126927	1																													
271	TRINITY_DN172715_c0_g1_i1	-4.63763538323308	6.15203446497409	0.0338540736170343	1																													
272	TRINITY_DN16307_c0_g3_i1	-4.63763538355055	6.15203446497409	0.0338541980956438	1																													
273	TRINITY_DN162430_c0_g1_i1	-4.63763539955559	6.15203446497409	0.0338604746725871	1																													
274	TRINITY_DN17225_c0_g2_i1	-4.63763540618852	6.15203446497409	0.0338630765072339	1																													
275	TRINITY_DN154852_c0_g1_i1	-4.63763548707904	6.15203446497409	0.0338948374209872	1																													
276	TRINITY_DN66837_c0_g1_i1	-4.63763549419629	6.15203446497409	0.0338976346688725	1				43287.0	sp	Q9C942	CSE_ARATH	28.188	298.0	186.0	10.0	968.0	87.0	51.0	324.0	5.5899999999999995e-18	86.7	Q9C942	CSE_ARATH	reviewed	Caffeoylshikimate esterase (EC 3.1.1.-) (Lysophospholipase 2) (LysoPL2)	CSE At1g52760 F14G24.3	Arabidopsis thaliana (Mouse-ear cress)	332.0	lignin biosynthetic process [GO:0009809]; response to cadmium ion [GO:0046686]; response to hydrogen peroxide [GO:0042542]; response to oxidative stress [GO:0006979]; response to zinc ion [GO:0010043]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; 2-acylglycerol O-acyltransferase activity [GO:0003846]; caffeoyl-CoA: alcohol caffeoyl transferase activity [GO:0090430]; hydrolase activity [GO:0016787]; lysophospholipase activity [GO:0004622]; lignin biosynthetic process [GO:0009809]; response to cadmium ion [GO:0046686]; response to hydrogen peroxide [GO:0042542]; response to oxidative stress [GO:0006979]; response to zinc ion [GO:0010043]	2-acylglycerol O-acyltransferase activity [GO:0003846]; caffeoyl-CoA: alcohol caffeoyl transferase activity [GO:0090430]; hydrolase activity [GO:0016787]; lysophospholipase activity [GO:0004622]	GO:0003846; GO:0004622; GO:0005634; GO:0005783; GO:0005794; GO:0005886; GO:0006979; GO:0009506; GO:0009809; GO:0010043; GO:0016020; GO:0016787; GO:0042542; GO:0046686; GO:0090430
277	TRINITY_DN15605_c0_g1_i1	-4.637635501074571	6.15203446497409	0.0339003384102653	1																													
278	TRINITY_DN72278_c0_g1_i1	-4.6376355206127595	6.15203446497409	0.0339080208090975	1																													
279	TRINITY_DN6241_c0_g1_i1	-4.6376355263967195	6.15203446497409	0.0339102956953456	1																													
280	TRINITY_DN153146_c0_g1_i1	-4.6376355329861	6.15203446497409	0.0339128877150377	1				63565.0	sp	Q7TPH6	MYCB2_MOUSE	37.5	88.0	50.0	3.0	74.0	331.0	1796.0	1880.0	5.1200000000000005e-09	57.8	Q7TPH6	MYCB2_MOUSE	reviewed	E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.-) (Myc-binding protein 2) (Pam/highwire/rpm-1 protein) (Protein Magellan) (Protein associated with Myc)	Mycbp2 Pam Phr1	Mus musculus (Mouse)	4749.0	branchiomotor neuron axon guidance [GO:0021785]; cell morphogenesis involved in neuron differentiation [GO:0048667]; central nervous system projection neuron axonogenesis [GO:0021952]; circadian regulation of gene expression [GO:0032922]; motor neuron axon guidance [GO:0008045]; negative regulation of protein catabolic process [GO:0042177]; neuromuscular process [GO:0050905]; positive regulation of protein ubiquitination [GO:0031398]; protein ubiquitination [GO:0016567]; regulation of axon guidance [GO:1902667]; regulation of cytoskeleton organization [GO:0051493]; regulation of protein localization [GO:0032880]	axon [GO:0030424]; cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	axon [GO:0030424]; cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein homodimerization activity [GO:0042803]; Ran GTPase binding [GO:0008536]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; branchiomotor neuron axon guidance [GO:0021785]; cell morphogenesis involved in neuron differentiation [GO:0048667]; central nervous system projection neuron axonogenesis [GO:0021952]; circadian regulation of gene expression [GO:0032922]; motor neuron axon guidance [GO:0008045]; negative regulation of protein catabolic process [GO:0042177]; neuromuscular process [GO:0050905]; positive regulation of protein ubiquitination [GO:0031398]; protein ubiquitination [GO:0016567]; regulation of axon guidance [GO:1902667]; regulation of cytoskeleton organization [GO:0051493]; regulation of protein localization [GO:0032880]	guanyl-nucleotide exchange factor activity [GO:0005085]; protein homodimerization activity [GO:0042803]; Ran GTPase binding [GO:0008536]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	GO:0005085; GO:0005634; GO:0005654; GO:0005737; GO:0008045; GO:0008270; GO:0008536; GO:0015630; GO:0016567; GO:0021785; GO:0021952; GO:0030424; GO:0031398; GO:0032880; GO:0032922; GO:0042177; GO:0042803; GO:0043231; GO:0048667; GO:0050905; GO:0051493; GO:0061630; GO:1902667
281	TRINITY_DN72262_c0_g1_i1	-4.63763554218223	6.15203446497409	0.0339165057674309	1																													
282	TRINITY_DN72208_c0_g1_i1	-4.6376355791935895	6.15203446497409	0.033931074677292	1																													
283	TRINITY_DN90588_c0_g1_i1	-4.6376355990323495	6.15203446497409	0.0339388887955961	1																													
284	TRINITY_DN71926_c0_g1_i1	-4.637635616392299	6.15203446497409	0.0339457293738039	1																													
285	TRINITY_DN99969_c0_g1_i1	-4.637635684140889	6.15203446497409	0.0339724504766261	1				17812.0	sp	P9WQ15	AOFH_MYCTU	61.111	36.0	14.0	0.0	8.0	115.0	417.0	452.0	2.06e-07	50.8	P9WQ15	AOFH_MYCTU	reviewed	Putative flavin-containing monoamine oxidase AofH (EC 1.4.3.-)	aofH Rv3170 MTV014.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	454.0		cytosol [GO:0005829]; plasma membrane [GO:0005886]	cytosol [GO:0005829]; plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0005829; GO:0005886; GO:0016491
286	TRINITY_DN7727_c0_g2_i2	-4.63763574684476	6.15203446497409	0.0339972176603454	1				23634.0	sp	P07911	UROM_HUMAN	41.758	182.0	84.0	3.0	571.0	92.0	106.0	287.0	1.14e-41	151.0	P07911	UROM_HUMAN	reviewed	Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]	UMOD	Homo sapiens (Human)	640.0	cellular defense response [GO:0006968]; excretion [GO:0007588]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; ion homeostasis [GO:0050801]; leukocyte cell-cell adhesion [GO:0007159]; metanephric ascending thin limb development [GO:0072218]; metanephric distal convoluted tubule development [GO:0072221]; metanephric thick ascending limb development [GO:0072233]; negative regulation of cell population proliferation [GO:0008285]; neutrophil migration [GO:1990266]	anchored component of membrane [GO:0031225]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; Golgi lumen [GO:0005796]; spindle pole [GO:0000922]	anchored component of membrane [GO:0031225]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; Golgi lumen [GO:0005796]; spindle pole [GO:0000922]; calcium ion binding [GO:0005509]; IgG binding [GO:0019864]; cellular defense response [GO:0006968]; excretion [GO:0007588]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; ion homeostasis [GO:0050801]; leukocyte cell-cell adhesion [GO:0007159]; metanephric ascending thin limb development [GO:0072218]; metanephric distal convoluted tubule development [GO:0072221]; metanephric thick ascending limb development [GO:0072233]; negative regulation of cell population proliferation [GO:0008285]; neutrophil migration [GO:1990266]	calcium ion binding [GO:0005509]; IgG binding [GO:0019864]	GO:0000922; GO:0005509; GO:0005796; GO:0005929; GO:0006968; GO:0007157; GO:0007159; GO:0007588; GO:0008285; GO:0016323; GO:0016324; GO:0019864; GO:0019898; GO:0031225; GO:0050801; GO:0060170; GO:0070062; GO:0072218; GO:0072221; GO:0072233; GO:1990266
287	TRINITY_DN7696_c0_g1_i1	-4.63763576170101	6.15203446497409	0.034003090729236005	1																													
288	TRINITY_DN83913_c0_g1_i1	-4.637635762853571	6.15203446497409	0.0340035464457362	1																													
289	TRINITY_DN8331_c0_g3_i3	-4.6376358273610805	6.15203446497409	0.0340290710954142	1																													
290	TRINITY_DN78017_c0_g1_i1	-4.63763585030734	6.15203446497409	0.0340381594014753	1				27852.0	sp	Q91175	ADA1A_ORYLA	35.256	156.0	88.0	3.0	2.0	469.0	92.0	234.0	1.27e-23	99.0	Q91175	ADA1A_ORYLA	reviewed	Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (MAR1)	adra1a	Oryzias latipes (Japanese rice fish) (Japanese killifish)	470.0	adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure [GO:0001994]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of smooth muscle contraction [GO:0045987]; positive regulation of vasoconstriction [GO:0045907]	cell [GO:0005623]; integral component of plasma membrane [GO:0005887]	cell [GO:0005623]; integral component of plasma membrane [GO:0005887]; adrenergic receptor activity [GO:0004935]; alpha1-adrenergic receptor activity [GO:0004937]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure [GO:0001994]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of smooth muscle contraction [GO:0045987]; positive regulation of vasoconstriction [GO:0045907]	adrenergic receptor activity [GO:0004935]; alpha1-adrenergic receptor activity [GO:0004937]	GO:0001994; GO:0004935; GO:0004937; GO:0005623; GO:0005887; GO:0007188; GO:0007200; GO:0007204; GO:0045907; GO:0045987; GO:0071880
291	TRINITY_DN7936_c0_g2_i3	-4.637635984030791	6.15203446497409	0.0340912154125614	1																													
292	TRINITY_DN8247_c0_g1_i4	-4.63763598930538	6.15203446497409	0.0340933113875768	1																													
293	TRINITY_DN132942_c0_g1_i1	-4.63763602215308	6.15203446497409	0.0341063696908847	1				63695.0	sp	Q9H4G4	GAPR1_HUMAN	41.667	72.0	39.0	2.0	489.0	280.0	80.0	150.0	2.4e-10	58.9	Q9H4G4	GAPR1_HUMAN	reviewed	Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)	GLIPR2 C9orf19 GAPR1	Homo sapiens (Human)	154.0	positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; protein homodimerization activity [GO:0042803]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]	protein homodimerization activity [GO:0042803]	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070062; GO:0070374
294	TRINITY_DN131840_c0_g1_i1	-4.6376360990902805	6.15203446497409	0.0341369927438396	1				67142.0	sp	O15118	NPC1_HUMAN	39.437	71.0	40.0	2.0	320.0	117.0	1204.0	1274.0	3.25e-07	50.4	O15118	NPC1_HUMAN	reviewed	NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)	NPC1	Homo sapiens (Human)	1278.0	adult walking behavior [GO:0007628]; autophagy [GO:0006914]; bile acid metabolic process [GO:0008206]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to steroid hormone stimulus [GO:0071383]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; endocytosis [GO:0006897]; establishment of protein localization to membrane [GO:0090150]; intracellular cholesterol transport [GO:0032367]; low-density lipoprotein particle clearance [GO:0034383]; lysosomal transport [GO:0007041]; membrane raft organization [GO:0031579]; negative regulation of cell death [GO:0060548]; negative regulation of macroautophagy [GO:0016242]; protein glycosylation [GO:0006486]; response to cadmium ion [GO:0046686]; response to drug [GO:0042493]; viral entry into host cell [GO:0046718]	endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; integral component of lysosomal membrane [GO:1905103]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; membrane raft [GO:0045121]; nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471]	endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; integral component of lysosomal membrane [GO:1905103]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; membrane raft [GO:0045121]; nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471]; cholesterol binding [GO:0015485]; signaling receptor activity [GO:0038023]; sterol transporter activity [GO:0015248]; transmembrane signaling receptor activity [GO:0004888]; virus receptor activity [GO:0001618]; adult walking behavior [GO:0007628]; autophagy [GO:0006914]; bile acid metabolic process [GO:0008206]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to steroid hormone stimulus [GO:0071383]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; endocytosis [GO:0006897]; establishment of protein localization to membrane [GO:0090150]; intracellular cholesterol transport [GO:0032367]; low-density lipoprotein particle clearance [GO:0034383]; lysosomal transport [GO:0007041]; membrane raft organization [GO:0031579]; negative regulation of cell death [GO:0060548]; negative regulation of macroautophagy [GO:0016242]; protein glycosylation [GO:0006486]; response to cadmium ion [GO:0046686]; response to drug [GO:0042493]; viral entry into host cell [GO:0046718]	cholesterol binding [GO:0015485]; signaling receptor activity [GO:0038023]; sterol transporter activity [GO:0015248]; transmembrane signaling receptor activity [GO:0004888]; virus receptor activity [GO:0001618]	GO:0001618; GO:0004888; GO:0005576; GO:0005635; GO:0005764; GO:0005765; GO:0005783; GO:0005794; GO:0005887; GO:0006486; GO:0006897; GO:0006914; GO:0007041; GO:0007628; GO:0008203; GO:0008206; GO:0015248; GO:0015485; GO:0016020; GO:0016021; GO:0016242; GO:0030301; GO:0031579; GO:0031902; GO:0032367; GO:0033344; GO:0034383; GO:0038023; GO:0042493; GO:0042632; GO:0045121; GO:0046686; GO:0046718; GO:0048471; GO:0060548; GO:0070062; GO:0071383; GO:0071404; GO:0090150; GO:1905103
295	TRINITY_DN13163_c0_g1_i1	-4.63763609917583	6.15203446497409	0.0341370268243787	1																													
296	TRINITY_DN12252_c0_g1_i1	-4.6376361766074	6.15203446497409	0.0341678996987071	1				20698.0	sp	Q9I8D1	MYO6_CHICK	54.545	253.0	112.0	2.0	6.0	764.0	680.0	929.0	3.5299999999999996e-85	281.0	Q9I8D1	MYO6_CHICK	reviewed	Unconventional myosin-VI (Unconventional myosin-6)	MYO6 CMY6	Gallus gallus (Chicken)	1276.0	actin filament-based movement [GO:0030048]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of secretion [GO:0051046]; sensory perception of sound [GO:0007605]	actin filament [GO:0005884]; cell cortex [GO:0005938]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; clathrin-coated vesicle membrane [GO:0030665]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; filamentous actin [GO:0031941]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; microvillus [GO:0005902]; myosin complex [GO:0016459]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; RNA polymerase II, holoenzyme [GO:0016591]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]	actin filament [GO:0005884]; cell cortex [GO:0005938]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; clathrin-coated vesicle membrane [GO:0030665]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; filamentous actin [GO:0031941]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; microvillus [GO:0005902]; myosin complex [GO:0016459]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; RNA polymerase II, holoenzyme [GO:0016591]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; motor activity [GO:0003774]; plus-end directed microfilament motor activity [GO:0060002]; actin filament-based movement [GO:0030048]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of secretion [GO:0051046]; sensory perception of sound [GO:0007605]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; motor activity [GO:0003774]; plus-end directed microfilament motor activity [GO:0060002]	GO:0001726; GO:0003774; GO:0003779; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0005884; GO:0005902; GO:0005905; GO:0005938; GO:0006886; GO:0006897; GO:0007605; GO:0016459; GO:0016591; GO:0030048; GO:0030136; GO:0030175; GO:0030330; GO:0030665; GO:0031410; GO:0031941; GO:0031965; GO:0032587; GO:0043531; GO:0045944; GO:0048471; GO:0051015; GO:0051046; GO:0060002
297	TRINITY_DN122644_c0_g1_i1	-4.63763619979073	6.15203446497409	0.0341771535277693	1																													
298	TRINITY_DN125449_c0_g1_i1	-4.63763624325182	6.15203446497409	0.0341945142793229	1																													
299	TRINITY_DN113601_c0_g1_i1	-4.63763632246724	6.15203446497409	0.0342262005701564	1																													
300	TRINITY_DN791_c0_g1_i1	-2.3106000315068798	6.73758089842268	0.0342307278726687	1				45511.0	sp	Q13825	AUHM_HUMAN	61.68600000000001	261.0	100.0	0.0	114.0	896.0	79.0	339.0	4.839999999999998e-101	314.0	Q13825	AUHM_HUMAN	reviewed	Methylglutaconyl-CoA hydratase, mitochondrial (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding protein/enoyl-CoA hydratase) (Itaconyl-CoA hydratase) (EC 4.2.1.56)	AUH	Homo sapiens (Human)	339.0	branched-chain amino acid catabolic process [GO:0009083]; fatty acid beta-oxidation [GO:0006635]; leucine catabolic process [GO:0006552]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; enoyl-CoA hydratase activity [GO:0004300]; itaconyl-CoA hydratase activity [GO:0050011]; methylglutaconyl-CoA hydratase activity [GO:0004490]; mRNA 3'-UTR binding [GO:0003730]; branched-chain amino acid catabolic process [GO:0009083]; fatty acid beta-oxidation [GO:0006635]; leucine catabolic process [GO:0006552]	enoyl-CoA hydratase activity [GO:0004300]; itaconyl-CoA hydratase activity [GO:0050011]; methylglutaconyl-CoA hydratase activity [GO:0004490]; mRNA 3'-UTR binding [GO:0003730]	GO:0003730; GO:0004300; GO:0004490; GO:0005739; GO:0005759; GO:0006552; GO:0006635; GO:0009083; GO:0050011
301	TRINITY_DN112345_c0_g1_i1	-4.637636356120139	6.15203446497409	0.034239678731172	1																													
302	TRINITY_DN113791_c0_g1_i1	-4.63763636505508	6.15203446497409	0.0342432589179187	1																													
303	TRINITY_DN110768_c0_g1_i1	-4.63763638531507	6.15203446497409	0.034251379649936	1																													
304	TRINITY_DN0_c0_g1_i1	-4.6376365365818	6.15203446497409	0.0343121274950082	1				970.0	sp	P35061	H2A_ACRFO	98.947	95.0	1.0	0.0	100.0	384.0	23.0	117.0	2.309999999999999e-58	190.0	P35061	H2A_ACRFO	reviewed	Histone H2A		Acropora formosa (Staghorn coral)	125.0		nucleosome [GO:0000786]; nucleus [GO:0005634]	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	GO:0000786; GO:0003677; GO:0005634; GO:0046982
305	TRINITY_DN2039_c0_g2_i1	-4.8539896986174105	6.2524043682239805	0.0343611379938455	1																													
